tf	tg	regtype	source	evidence
crp	gatc	+	[aibscs, bce, gea, sm]	weak	
crp	gatd	+	[aibscs, bce, gea, sm]	weak	
crp	gaty	+	[aibscs, bce, gea, sm]	weak	
crp	gatz	+	[aibscs, bce, gea, sm]	weak	
crp	gcd	-	[bpp, gea, hibscs, sm]	strong	
crp	gcvh	+	[bpp, gea, hibscs, sm]	strong	
crp	gcvp	+	[bpp, gea, hibscs, sm]	strong	
crp	gcvt	+	[bpp, gea, hibscs, sm]	strong	
crp	gdha	-	[hibscs]	weak	
crp	glcc	+	[aibscs, gea]	weak	
crp	glga	+	[bpp, gea]	strong	
crp	glgc	+	[bpp, gea]	strong	
crp	glgp	+	[bpp, gea]	strong	
crp	glgs	+	[gea, hibscs]	weak	
crp	glna	+	[hibscs]	weak	
crp	glna	-	[aibscs, bpp, gea]	weak	
crp	glng	+	[hibscs]	weak	
crp	glng	-	[aibscs, bpp, gea]	weak	
crp	glnl	+	[hibscs]	weak	
crp	glnl	-	[aibscs, bpp, gea]	weak	
crp	glpa	+	[aibscs, bpp, gea, hibscs]	weak	
crp	glpb	+	[aibscs, bpp, gea, hibscs]	weak	
crp	glpc	+	[aibscs, bpp, gea, hibscs]	weak	
crp	glpd	+	[bpp, gea, hibscs]	strong	
crp	glpe	+	[bpp, gea, hibscs]	strong	
crp	glpf	+	[gea, hibscs]	weak	
crp	glpg	+	[bpp, gea, hibscs]	strong	
crp	glpk	+	[gea, hibscs]	weak	
crp	glpq	+	[aibscs, bpp, gea, hibscs]	weak	
crp	glpr	+	[bpp, gea, hibscs]	strong	
crp	glpt	+	[aibscs, bpp, gea, hibscs]	weak	
crp	glpx	+	[gea, hibscs]	weak	
crp	glta	+	[aibscs, bce, gea]	weak	
crp	gltb	-	[bpp, gea, hibscs, sm]	strong	
crp	gltd	-	[bpp, gea, hibscs, sm]	strong	
crp	gltf	-	[bpp, gea, hibscs, sm]	strong	
crp	gntk	+	[bce, gea, hibscs]	weak	
crp	gntp	+	[aibscs, bpp, gea, hibscs]	weak	
crp	gntt	+	[bpp, gea, hibscs, sm, tases]	strong	
crp	gntu	+	[bce, gea, hibscs]	weak	
crp	gntx	+	[aibscs]	weak	
crp	gpsa	+	[bpp, gea, hibscs, sm]	strong	
crp	grca	+	[aibscs, gea]	weak	
crp	grpe	+	[aibscs, gea]	weak	
crp	guaa	+	[bpp, gea, sm]	strong	
crp	guab	+	[bpp, gea, sm]	strong	
crp	gutm	+	[aibscs, gea]	weak	
crp	gutq	+	[aibscs, gea]	weak	
crp	gyra	+	[gea]	weak	
crp	hflc	-	[bpp, gea, hibscs]	strong	
crp	hflk	-	[bpp, gea, hibscs]	strong	
crp	hflx	-	[bpp, gea, hibscs]	strong	
crp	hfq	-	[bpp, gea, hibscs]	strong	
crp	hlye	+	[bpp, gea, sm]	strong	
crp	hofb	+	[aibscs, bpp]	weak	
crp	hofc	+	[aibscs, bpp]	weak	
crp	hofm	+	[aibscs, bpp]	weak	
crp	hofn	+	[aibscs, bpp]	weak	
crp	hofo	+	[aibscs, bpp]	weak	
crp	hofp	+	[aibscs, bpp]	weak	
crp	hpt	+	[bpp, gea, hibscs, sm]	strong	
crp	hupa	+	[bpp, gea]	strong	
crp	hupb	+	[bpp, gea]	strong	
crp	hyfa	+	[gea, hibscs]	weak	
crp	hyfb	+	[gea, hibscs]	weak	
crp	hyfc	+	[gea, hibscs]	weak	
crp	hyfd	+	[gea, hibscs]	weak	
crp	hyfe	+	[gea, hibscs]	weak	
crp	hyff	+	[gea, hibscs]	weak	
crp	hyfg	+	[gea, hibscs]	weak	
crp	hyfh	+	[gea, hibscs]	weak	
crp	hyfi	+	[gea, hibscs]	weak	
crp	hyfj	+	[gea, hibscs]	weak	
crp	hyfr	+	[gea, hibscs]	weak	
crp	idnd	+	[aibscs, gea, hibscs]	weak	
crp	idnk	+	[aibscs, gea, hibscs]	weak	
crp	idno	+	[aibscs, gea, hibscs]	weak	
crp	idnr	+	[aibscs, gea, hibscs]	weak	
crp	idnt	+	[aibscs, gea, hibscs]	weak	
crp	ilvb	+	[bpp, hibscs]	strong	
crp	ilvn	+	[bpp, hibscs]	strong	
crp	infb	-	[bpp, gea, sm]	strong	
crp	ivbl	+	[bpp, hibscs]	strong	
crp	kbaz	+	[bpp, gea, hibscs]	strong	
crp	laca	+	[bpp, gea, hibscs, sm]	strong	
crp	laca	-	[bpp, gea, hibscs, sm]	strong	
crp	laci	+	[bpp, gea, hibscs]	strong	
crp	lacy	+	[bpp, gea, hibscs, sm]	strong	
crp	lacy	-	[bpp, gea, hibscs, sm]	strong	
crp	lacz	+	[bpp, gea, hibscs, sm]	strong	
crp	lacz	-	[bpp, gea, hibscs, sm]	strong	
crp	lamb	+	[aibscs, bpp, hibscs, sm]	weak	
crp	ldtb	-	[aibscs, gea]	weak	
crp	lhgo	+	[aibscs, bpp, gea]	weak	
crp	lpd	+	[aibscs, gea, hibscs]	weak	
crp	lpd	-	[aibscs, gea]	weak	
crp	lsra	+	[bpp, gea, hibscs, sm]	strong	
crp	lsrb	+	[bpp, gea, hibscs, sm]	strong	
crp	lsrc	+	[bpp, gea, hibscs, sm]	strong	
crp	lsrd	+	[bpp, gea, hibscs, sm]	strong	
crp	lsrf	+	[bpp, gea, hibscs, sm]	strong	
crp	lsrg	+	[bpp, gea, hibscs, sm]	strong	
crp	lsrk	+	[bpp, gea, hibscs, sm]	strong	
crp	lsrr	+	[bpp, gea, hibscs, sm]	strong	
crp	lyxk	+	[bpp, gea, hibscs]	strong	
crp	lyxk	?	[bpp, gea, hibscs]	strong	
crp	male	+	[aibscs, bpp, hibscs, sm]	weak	
crp	malf	+	[aibscs, bpp, hibscs, sm]	weak	
crp	malg	+	[aibscs, bpp, hibscs, sm]	weak	
crp	mali	+	[aibscs, bce, bpp, gea, sm]	weak	
crp	mali	-	[aibscs, bpp, gea, sm]	weak	
crp	malk	+	[aibscs, bpp, hibscs, sm]	weak	
crp	malm	+	[aibscs, bpp, hibscs, sm]	weak	
crp	mals	+	[aibscs]	weak	
crp	malt	+	[bpp, gea, hibscs]	strong	
crp	malx	+	[aibscs, bce, bpp, gea, sm]	weak	
crp	maly	+	[aibscs, bce, bpp, gea, sm]	weak	
crp	mana	+	[hibscs]	weak	
crp	mana	-	[hibscs]	weak	
crp	manx	+	[aibscs, bce, gea, hibscs]	weak	
crp	many	+	[aibscs, bce, gea, hibscs]	weak	
crp	manz	+	[aibscs, bce, gea, hibscs]	weak	
crp	mara	+	[aibscs, gea, imp]	weak	
crp	marb	+	[aibscs, gea, imp]	weak	
crp	marr	+	[aibscs, gea, imp]	weak	
crp	maze	+	[bpp, hibscs, sm]	strong	
crp	mazf	+	[bpp, hibscs, sm]	strong	
crp	mcas	+	[bpp, gea, hibscs]	strong	
crp	mdh	+	[bce, gea]	weak	
crp	mdte	-	[bpp, hibscs]	strong	
crp	mdtf	-	[bpp, hibscs]	strong	
crp	mela	+	[aibscs, bpp, gea, hibscs]	weak	
crp	melb	+	[aibscs, bpp, gea, hibscs]	weak	
crp	melr	+	[aibscs, bpp, gea, hibscs]	weak	
crp	metk	-	[aibscs, gea]	weak	
crp	mety	-	[bpp, gea, sm]	strong	
crp	mgla	+	[aibscs, bce, bpp, gea, sm]	weak	
crp	mglb	+	[aibscs, bce, bpp, gea, sm]	weak	
crp	mglc	+	[aibscs, bce, bpp, gea, sm]	weak	
crp	mhpa	+	[bce, gea, hibscs]	weak	
crp	mhpb	+	[bce, gea, hibscs]	weak	
crp	mhpc	+	[bce, gea, hibscs]	weak	
crp	mhpd	+	[bce, gea, hibscs]	weak	
crp	mhpe	+	[bce, gea, hibscs]	weak	
crp	mhpf	+	[bce, gea, hibscs]	weak	
crp	mhpr	+	[bpp, gea, hibscs]	strong	
crp	mlc	+	[gea, hibscs]	weak	
crp	mlc	-	[gea, hibscs]	weak	
crp	moda	+	[aibscs, gea]	weak	
crp	modb	+	[aibscs, gea]	weak	
crp	modc	+	[aibscs, gea]	weak	
crp	mpl	+	[aibscs]	weak	
crp	mtla	+	[bpp, hibscs]	strong	
crp	mtld	+	[bpp, hibscs]	strong	
crp	mtlr	+	[bpp, hibscs]	strong	
crp	murp	+	[aibscs, bpp, gea]	weak	
crp	murq	+	[aibscs, bpp, gea]	weak	
crp	nadc	+	[aibscs, gea]	weak	
crp	naga	+-	[bce, bpp, gea, hibscs]	weak	
crp	nagb	+-	[bce, bpp, gea, hibscs]	weak	
crp	nagc	+-	[bce, bpp, gea, hibscs]	weak	
crp	nage	+-	[bce, bpp, gea, hibscs]	weak	
crp	nana	+	[bpp]	strong	
crp	nanc	+	[aibscs, bpp, gea]	weak	
crp	nane	+	[bpp]	strong	
crp	nank	+	[bpp]	strong	
crp	nanm	+	[aibscs, bpp, gea]	weak	
crp	nans	+	[aibscs, bpp, gea]	weak	
crp	nant	+	[bpp]	strong	
crp	narq	-	[gea, hibscs]	weak	
crp	nfua	+	[aibscs]	weak	
crp	nirb	-	[aibscs, gea]	weak	
crp	nirc	-	[aibscs, gea]	weak	
crp	nird	-	[aibscs, gea]	weak	
crp	nlpe	-	[gea, hibscs]	weak	
crp	nmpc	+	[hibscs, sm]	weak	
crp	nrda	+	[aibscs, gea]	weak	
crp	nrdb	+	[aibscs, gea]	weak	
crp	nupc	+	[gea, hibscs]	weak	
crp	nupg	+	[bpp, hibscs, sm]	strong	
crp	nupg	+-	[aibscs, bpp, gea, hibscs, sm]	weak	
crp	nupg	-	[bce, bpp, hibscs, sm]	weak	
crp	nusa	-	[bpp, gea, sm]	strong	
crp	ompa	+	[gea, hibscs]	weak	
crp	ompf	+	[aibscs, gea]	weak	
crp	ompr	+	[bpp, hibscs, sm]	strong	
crp	ompr	-	[bpp, hibscs, sm]	strong	
crp	ompw	-	[aibscs, bpp, gea]	weak	
crp	osmy	-	[gea, hibscs, ihbce]	weak	
crp	oxyr	+	[gea, hibscs]	weak	
crp	paaa	+	[bpp, gea, hibscs, sm]	strong	
crp	paab	+	[bpp, gea, hibscs, sm]	strong	
crp	paac	+	[bpp, gea, hibscs, sm]	strong	
crp	paad	+	[bpp, gea, hibscs, sm]	strong	
crp	paae	+	[bpp, gea, hibscs, sm]	strong	
crp	paaf	+	[bpp, gea, hibscs, sm]	strong	
crp	paag	+	[bpp, gea, hibscs, sm]	strong	
crp	paah	+	[bpp, gea, hibscs, sm]	strong	
crp	paai	+	[bpp, gea, hibscs, sm]	strong	
crp	paaj	+	[bpp, gea, hibscs, sm]	strong	
crp	paak	+	[bpp, gea, hibscs, sm]	strong	
crp	paaz	+	[bpp, gea, hibscs, sm]	strong	
crp	patz	+	[aibscs, gea]	weak	
crp	pck	+	[bpp, gea, hibscs]	strong	
crp	pck	-	[bpp, gea, hibscs]	strong	
crp	pdhr	+	[aibscs, gea, hibscs]	weak	
crp	pflb	+	[aibscs, bce, gea, hibscs, sm]	weak	
crp	pgk	+	[bce, gea, hibscs, sm]	weak	
crp	pncb	-	[aibscs, gea]	weak	
crp	pnp	-	[bpp, gea, sm]	strong	
crp	ppdd	+	[aibscs, bpp]	weak	
crp	ppia	+-	[bpp, gea, hibscs]	strong	
crp	ppia	-	[bpp, gea, hibscs]	strong	
crp	prea	+	[aibscs]	weak	
crp	pret	+	[aibscs]	weak	
crp	prib	+	[aibscs, bpp, gea]	weak	
crp	prop	+	[bpp, gea, hibscs]	strong	
crp	prop	-	[bce, gea, sm]	weak	
crp	prpb	+	[bpp, gea, hibscs, sm]	strong	
crp	prpc	+	[bpp, gea, hibscs, sm]	strong	
crp	prpd	+	[bpp, gea, hibscs, sm]	strong	
crp	prpe	+	[bpp, gea, hibscs, sm]	strong	
crp	prpr	+	[bpp, gea, hibscs, sm]	strong	
crp	psie	-	[bpp, gea, hibscs]	strong	
crp	ptsg	+	[aibscs, bpp, gea]	weak	
crp	ptsh	+	[aibscs, bpp, gea, hibscs]	weak	
crp	ptsh	-	[aibscs, gea, hibscs]	weak	
crp	ptsi	+	[aibscs, bpp, gea, hibscs]	weak	
crp	ptsi	-	[aibscs, gea, hibscs]	weak	
crp	putp	-	[gea, hibscs]	weak	
crp	puub	-	[hibscs, iep]	weak	
crp	puuc	-	[hibscs, iep]	weak	
crp	puud	-	[hibscs, iep]	weak	
crp	puue	-	[hibscs, iep]	weak	
crp	puur	-	[hibscs, iep]	weak	
crp	raia	+	[aibscs, bpp, gea]	weak	
crp	rbfa	-	[bpp, gea, sm]	strong	
crp	rbsa	+	[aibscs, gea]	weak	
crp	rbsb	+	[aibscs, gea]	weak	
crp	rbsc	+	[aibscs, gea]	weak	
crp	rbsd	+	[aibscs, gea]	weak	
crp	rbsk	+	[aibscs, gea]	weak	
crp	rbsr	+	[aibscs, gea]	weak	
crp	rela	+	[bpp, hibscs, sm]	strong	
crp	rhaa	+	[aibscs, bce, gea, hibscs]	weak	
crp	rhab	+	[aibscs, bce, gea, hibscs]	weak	
crp	rhad	+	[aibscs, bce, gea, hibscs]	weak	
crp	rhar	+	[aibscs, bpp, gea, hibscs, sm]	weak	
crp	rhas	+	[aibscs, bpp, gea, hibscs, sm]	weak	
crp	rhat	+	[aibscs, gea]	weak	
crp	rimp	-	[bpp, gea, sm]	strong	
crp	rmf	+	[aibscs, bpp, gea]	weak	
crp	rof	-	[gea, hibscs]	weak	
crp	rpli	+	[aibscs, bpp, gea]	weak	
crp	rplm	-	[aibscs, bpp, gea]	weak	
crp	rpoe	+	[bpp, gea, hibscs]	strong	
crp	rpoh	+	[bce]	weak	
crp	rpoh	+-	[aibscs, bpp, gea]	weak	
crp	rpoh	-	[aibscs, bpp, gea]	weak	
crp	rpos	+	[bce, sm]	weak	
crp	rpsf	+	[aibscs, bpp, gea]	weak	
crp	rpsi	-	[aibscs, bpp, gea]	weak	
crp	rpso	-	[bpp, gea, sm]	strong	
crp	rpsr	+	[aibscs, bpp, gea]	weak	
crp	rsea	+	[bpp, gea, hibscs]	strong	
crp	rseb	+	[bpp, gea, hibscs]	strong	
crp	rsec	+	[bpp, gea, hibscs]	strong	
crp	sbmc	+	[aibscs, bpp, ihbce]	weak	
crp	sdha	+	[aibscs, bce, gea]	weak	
crp	sdhb	+	[aibscs, bce, gea]	weak	
crp	sdhc	+	[aibscs, bce, gea]	weak	
crp	sdhd	+	[aibscs, bce, gea]	weak	
crp	secb	+	[bpp, gea, hibscs, sm]	strong	
crp	sera	+	[gea, hibscs]	weak	
crp	serc	-	[gea, hibscs, sm]	weak	
crp	sfsa	+	[hibscs]	weak	
crp	sgbe	+	[bpp, gea, hibscs]	strong	
crp	sgbe	?	[bpp, gea, hibscs]	strong	
crp	sgbh	+	[bpp, gea, hibscs]	strong	
crp	sgbh	?	[bpp, gea, hibscs]	strong	
crp	sgbu	+	[bpp, gea, hibscs]	strong	
crp	sgbu	?	[bpp, gea, hibscs]	strong	
crp	soda	+	[aibscs, gea]	weak	
crp	sodb	-	[aibscs, gea]	weak	
crp	sohb	-	[aibscs]	weak	
crp	spec	-	[gea, imp]	weak	
crp	spf	-	[hibscs]	weak	
crp	srla	+	[aibscs, gea]	weak	
crp	srlb	+	[aibscs, gea]	weak	
crp	srld	+	[aibscs, gea]	weak	
crp	srle	+	[aibscs, gea]	weak	
crp	srlr	+	[aibscs, gea]	weak	
crp	srod	+	[aibscs, bpp, gea]	weak	
crp	suca	+	[aibscs, bce, gea]	weak	
crp	sucb	+	[aibscs, bce, gea]	weak	
crp	succ	+	[aibscs, bce, gea]	weak	
crp	sucd	+	[aibscs, bce, gea]	weak	
crp	sxy	+	[gea, hibscs]	weak	
crp	tam	+	[bpp, gea, hibscs, sm]	strong	
crp	tdca	+	[bce, bpp, gea, hibscs, sm]	weak	
crp	tdcb	+	[bce, bpp, gea, hibscs, sm]	weak	
crp	tdcc	+	[bce, bpp, gea, hibscs, sm]	weak	
crp	tdcd	+	[bce, bpp, gea, hibscs, sm]	weak	
crp	tdce	+	[bce, bpp, gea, hibscs, sm]	weak	
crp	tdcf	+	[bce, bpp, gea, hibscs, sm]	weak	
crp	tdcg	+	[bce, bpp, gea, hibscs, sm]	weak	
crp	tnaa	+	[aibscs, bce, gea, hibscs]	weak	
crp	tnab	+	[aibscs, bce, gea, hibscs]	weak	
crp	tnac	+	[aibscs, bce, gea, hibscs]	weak	
crp	treb	-	[hibscs]	weak	
crp	treb	?	[aibscs, gea, hibscs]	weak	
crp	trec	-	[hibscs]	weak	
crp	trec	?	[aibscs, gea, hibscs]	weak	
crp	trg	+	[aibscs, bpp]	weak	
crp	trub	-	[bpp, gea, sm]	strong	
crp	trxa	-	[bpp, gea]	strong	
crp	tsx	+-	[aibscs, bpp, gea, hibscs, sm]	weak	
crp	ubig	+	[gea]	weak	
crp	udp	+	[bpp, gea, hibscs, sm]	strong	
crp	udp	+-	[bpp, gea, hibscs, sm]	strong	
crp	ugpa	+	[bpp, hibscs]	strong	
crp	ugpb	+	[bpp, hibscs]	strong	
crp	ugpc	+	[bpp, hibscs]	strong	
crp	ugpe	+	[bpp, hibscs]	strong	
crp	ugpq	+	[bpp, hibscs]	strong	
crp	uhpt	+	[bce, bpp, gea, hibscs, sm]	weak	
crp	uida	+	[gea, hibscs]	weak	
crp	uidb	+	[gea, hibscs]	weak	
crp	uidc	+	[gea, hibscs]	weak	
crp	ulaa	+	[bce, gea, sm]	weak	
crp	ulab	+	[bce, gea, sm]	weak	
crp	ulac	+	[bce, gea, sm]	weak	
crp	ulad	+	[bce, gea, sm]	weak	
crp	ulae	+	[bce, gea, sm]	weak	
crp	ulaf	+	[bce, gea, sm]	weak	
crp	umph	+-	[bce, bpp, gea, hibscs]	weak	
crp	uxaa	+	[hibscs]	weak	
crp	uxab	+	[hibscs]	weak	
crp	uxac	+	[hibscs]	weak	
crp	uxua	+	[aibscs, bpp, gea, hibscs]	weak	
crp	uxub	+	[aibscs, bpp, gea, hibscs]	weak	
crp	uxur	+	[gea, hibscs]	weak	
crp	xsea	-	[bpp, gea, sm]	strong	
crp	xyla	+	[aibscs, gea, hibscs]	weak	
crp	xylb	+	[aibscs, gea, hibscs]	weak	
crp	xylf	+	[aibscs, gea, hibscs]	weak	
crp	xylg	+	[aibscs, gea, hibscs]	weak	
crp	xylh	+	[aibscs, gea, hibscs]	weak	
crp	xylr	+	[aibscs, gea, hibscs]	weak	
crp	yaep	-	[gea, hibscs]	weak	
crp	yaeq	-	[gea, hibscs]	weak	
crp	ybfn	+	[hibscs]	weak	
crp	ybit	+	[aibscs, gea, hibscs]	weak	
crp	ycdz	+	[aibscs]	weak	
crp	ycdz	+-	[aibscs]	weak	
crp	ychh	+	[aibscs, bce, gea, sm]	weak	
crp	yeip	+	[aibscs, gea]	weak	
crp	yeiw	+	[aibscs, gea, hibscs]	weak	
crp	yfae	+	[aibscs, gea]	weak	
crp	ygea	+	[aibscs, bpp]	weak	
crp	yhch	+	[bpp]	strong	
crp	yhfa	+	[aibscs, bpp, gea, hibscs, sm]	weak	
crp	yhfa	-	[bpp, hibscs, sm]	strong	
crp	yiaj	-	[bpp, gea, hibscs]	strong	
crp	yiak	+	[bpp, gea, hibscs]	strong	
crp	yiak	?	[bpp, gea, hibscs]	strong	
crp	yial	+	[bpp, gea, hibscs]	strong	
crp	yial	?	[bpp, gea, hibscs]	strong	
crp	yiam	+	[bpp, gea, hibscs]	strong	
crp	yiam	?	[bpp, gea, hibscs]	strong	
crp	yian	+	[bpp, gea, hibscs]	strong	
crp	yian	?	[bpp, gea, hibscs]	strong	
crp	yiao	+	[bpp, gea, hibscs]	strong	
crp	yiao	?	[bpp, gea, hibscs]	strong	
crp	yjch	+	[aibscs, bpp, gea, sm]	weak	
crp	yjiy	+	[aibscs, gea, sm]	weak	
crp	ykgr	+	[gea, hibscs]	weak	
crp	ynfk	+	[gea, hibscs]	weak	
crp	zrar	+	[aibscs, gea]	weak	
crp	zras	+	[aibscs, gea]	weak	
cadc	cada	+	[bpp, gea]	strong	
cadc	cadb	+	[bpp, gea]	strong	
cadc	cadc	+	[gea]	weak	
caif	caia	+	[bpp, gea, hibscs]	strong	
caif	caib	+	[bpp, gea, hibscs]	strong	
caif	caic	+	[bpp, gea, hibscs]	strong	
caif	caid	+	[bpp, gea, hibscs]	strong	
caif	caie	+	[bpp, gea, hibscs]	strong	
caif	cait	+	[bpp, gea, hibscs]	strong	
caif	fixa	+	[bpp, gea, hibscs]	strong	
caif	fixb	+	[bpp, gea, hibscs]	strong	
caif	fixc	+	[bpp, gea, hibscs]	strong	
caif	fixx	+	[bpp, gea, hibscs]	strong	
cbl	ssua	+	[bpp, gea]	strong	
cbl	ssub	+	[bpp, gea]	strong	
cbl	ssuc	+	[bpp, gea]	strong	
cbl	ssud	+	[bpp, gea]	strong	
cbl	ssue	+	[bpp, gea]	strong	
cbl	taua	+	[bpp, gea]	strong	
cbl	taub	+	[bpp, gea]	strong	
cbl	tauc	+	[bpp, gea]	strong	
cbl	taud	+	[bpp, gea]	strong	
cdar	cdar	+	[gea]	weak	
cdar	gard	+	[gea]	weak	
cdar	gark	+	[gea]	weak	
cdar	garl	+	[gea]	weak	
cdar	garp	+	[gea]	weak	
cdar	garr	+	[gea]	weak	
cdar	gudd	+	[gea]	weak	
cdar	gudp	+	[gea]	weak	
cdar	gudx	+	[gea]	weak	
cdar	rnpb	+	[gea]	weak	
cecr	cecr	-	[bpp, gea, hibscs]	strong	
cecr	ybhf	-	[bpp, gea, hibscs]	strong	
cecr	ybhg	-	[bpp, gea, hibscs]	strong	
cecr	ybhr	-	[bpp, gea, hibscs]	strong	
cecr	ybhs	-	[bpp, gea, hibscs]	strong	
chbr	chba	+	[bpp, gea]	strong	
chbr	chba	-	[bpp, gea]	strong	
chbr	chbb	+	[bpp, gea]	strong	
chbr	chbb	-	[bpp, gea]	strong	
chbr	chbc	+	[bpp, gea]	strong	
chbr	chbc	-	[bpp, gea]	strong	
chbr	chbf	+	[bpp, gea]	strong	
chbr	chbf	-	[bpp, gea]	strong	
chbr	chbg	+	[bpp, gea]	strong	
chbr	chbg	-	[bpp, gea]	strong	
chbr	chbr	+	[bpp, gea]	strong	
chbr	chbr	-	[bpp, gea]	strong	
comr	bhsa	-	[bpp, gea]	strong	
cpxr	acrd	+	[bpp, gea, ic]	strong	
cpxr	arog	+	[bpp, hibscs]	strong	
cpxr	baca	+	[ica]	weak	
cpxr	baer	+	[bpp, gea, ic]	strong	
cpxr	baes	+	[bpp, gea, ic]	strong	
cpxr	bame	-	[ica]	weak	
cpxr	chea	-	[bpp, gea]	strong	
cpxr	chew	-	[bpp, gea]	strong	
cpxr	cpxa	+	[bpp, gea, hibscs]	strong	
cpxr	cpxp	+	[bpp, gea, hibscs]	strong	
cpxr	cpxq	+	[bpp, gea, hibscs]	strong	
cpxr	cpxr	+	[bpp, gea, hibscs]	strong	
cpxr	csga	-	[aibscs, bpp, gea, hibscs]	weak	
cpxr	csgb	-	[aibscs, bpp, gea, hibscs]	weak	
cpxr	csgc	-	[aibscs, bpp, gea, hibscs]	weak	
cpxr	csgd	-	[bpp, gea, hibscs]	strong	
cpxr	csge	-	[bpp, gea, hibscs]	strong	
cpxr	csgf	-	[bpp, gea, hibscs]	strong	
cpxr	csgg	-	[bpp, gea, hibscs]	strong	
cpxr	cyar	-	[bpp, gea]	strong	
cpxr	degp	+	[aibscs, bpp, gea, hibscs]	weak	
cpxr	dgcz	+	[bpp, gea, hibscs]	strong	
cpxr	dsba	+	[bpp, gea, hibscs]	strong	
cpxr	dsbc	+	[gea, hibscs]	weak	
cpxr	efeu_1	-	[bpp, gea, hibscs]	strong	
cpxr	efeu_2	-	[bpp, gea, hibscs]	strong	
cpxr	fabz	+	[gea, hibscs]	weak	
cpxr	ftnb	+	[bpp, hibscs]	strong	
cpxr	hha	+	[bpp, hibscs]	strong	
cpxr	kbp	+	[aibscs, bpp, gea, hibscs]	weak	
cpxr	ldtc	+	[bpp, hibscs]	strong	
cpxr	ldtd	+	[bpp, gea, hibscs]	strong	
cpxr	lpxa	+	[gea, hibscs]	weak	
cpxr	lpxd	+	[gea, hibscs]	weak	
cpxr	mara	+	[bpp, gea, hibscs]	strong	
cpxr	marb	+	[bpp, gea, hibscs]	strong	
cpxr	marr	+	[bpp, gea, hibscs]	strong	
cpxr	mdta	+	[bpp, gea, ic]	strong	
cpxr	mdtb	+	[bpp, gea, ic]	strong	
cpxr	mdtc	+	[bpp, gea, ic]	strong	
cpxr	mdtd	+	[bpp, gea, ic]	strong	
cpxr	mota	-	[bpp, gea]	strong	
cpxr	motb	-	[bpp, gea]	strong	
cpxr	mscm	-	[ica]	weak	
cpxr	mzra	+	[bpp, hibscs]	strong	
cpxr	ompc	+	[aibscs, bpp, gea]	weak	
cpxr	ompf	-	[aibscs, bpp, gea]	weak	
cpxr	ppia	+	[bpp, gea, hibscs]	strong	
cpxr	ppid	+	[hibscs, sm]	weak	
cpxr	psd	-	[ica]	weak	
cpxr	rdoa	+	[bpp, gea, hibscs]	strong	
cpxr	rpoe	-	[aibscs, gea]	weak	
cpxr	rpoh	+	[gea]	weak	
cpxr	rpra	+	[bpp, gea]	strong	
cpxr	rsea	-	[aibscs, gea]	weak	
cpxr	rseb	-	[aibscs, gea]	weak	
cpxr	rsec	-	[aibscs, gea]	weak	
cpxr	sbma	+	[aibscs, gea]	weak	
cpxr	skp	+	[gea, hibscs]	weak	
cpxr	slt	+	[aibscs, bpp, gea, hibscs, igi]	weak	
cpxr	spy	+	[bpp, gea, hibscs]	strong	
cpxr	tomb	+	[bpp, hibscs]	strong	
cpxr	tsr	-	[bpp]	strong	
cpxr	ung	-	[bce, bpp]	weak	
cpxr	yaiw	+	[aibscs, gea]	weak	
cpxr	ycca	+	[bpp, gea, hibscs]	strong	
cpxr	yebe	+	[bpp, gea, hibscs]	strong	
cpxr	yidq	+	[gea, hibscs]	weak	
cpxr	yqae	+	[aibscs, bpp, gea, hibscs]	weak	
cpxr	yqja	+	[bpp, hibscs]	strong	
cra	acea	+	[bpp, gea, sm]	strong	
cra	aceb	+	[bpp, gea, sm]	strong	
cra	acee	-	[aibscs, gea]	weak	
cra	acef	-	[aibscs, gea]	weak	
cra	acek	+	[bpp, gea, sm]	strong	
cra	acna	+	[gea]	weak	
cra	acnb	-	[gea]	weak	
cra	adhe	-	[bce, gea, icwho, sm]	weak	
cra	arop	+	[aibscs, gea, icwho]	weak	
cra	beta	+	[gea]	weak	
cra	betb	+	[gea]	weak	
cra	beti	+	[gea]	weak	
cra	bett	+	[gea]	weak	
cra	crp	+	[bpp, gea, sm]	strong	
cra	crr	+	[aibscs, bpp, gea, hibscs]	weak	
cra	crr	-	[aibscs, bpp, gea, hibscs]	weak	
cra	csgd	+	[aibscs, bpp, gea, sm]	weak	
cra	csge	+	[aibscs, bpp, gea, sm]	weak	
cra	csgf	+	[aibscs, bpp, gea, sm]	weak	
cra	csgg	+	[aibscs, bpp, gea, sm]	weak	
cra	cyda	+	[aibscs, bpp, gea]	weak	
cra	cydb	+	[aibscs, bpp, gea]	weak	
cra	cyoa	-	[aibscs, gea]	weak	
cra	cyob	-	[aibscs, gea]	weak	
cra	cyoc	-	[aibscs, gea]	weak	
cra	cyod	-	[aibscs, gea]	weak	
cra	cyoe	-	[aibscs, gea]	weak	
cra	cysg	-	[bce, gea, hibscs]	weak	
cra	eda	-	[bpp, gea, hibscs, sm]	strong	
cra	edd	-	[bpp, gea, hibscs, sm]	strong	
cra	eno	-	[bpp, gea, hibscs]	strong	
cra	envc	-	[aibscs, gea]	weak	
cra	epd	-	[bpp, gea, hibscs, sm]	strong	
cra	fbaa	-	[bpp, gea, hibscs, sm]	strong	
cra	fbab	-	[aibscs, gea]	weak	
cra	frua	-	[aibscs, gea, ntas]	weak	
cra	frub	-	[aibscs, gea, ntas]	weak	
